date,adj close,close,high,low,open,volume,ma_7,ma_30,ma_90,daily_return,volatility_7,volatility_30,rsi,macd,macd_signal,bb_upper,bb_lower,lag_1,lag_2,lag_3,lag_7,target,ma_10,ma_20,ma_50,price_ma20_diff,price_ma50_diff,mom_5,mom_10,mom_20,vol_14,vol_30,high_low_range,trend_20,trend_50,ml_prediction,signal,strategy_return
2025-03-03,2890.199951171875,2890.199951171875,2891.800048828125,2863.39990234375,2872.699951171875,423,2902.428571428572,2855.0533528645838,2728.903333875868,0.018823992323959926,0.0126119778699288,0.0097017767561207,54.62081532163804,31.12202656820682,44.03178136906136,2964.4352038848,2829.104810763637,2836.800048828125,2883.199951171875,2916.800048828125,2940.0,1,2910.8,2896.7700073242186,2773.966005859375,-6.570056152343568,116.23394531250005,-0.019573239622553085,0.0022887547829497645,0.027626649305555473,0.011018926644785218,0.009701776756120791,0.00982636044708939,1,1,0.5246553557184922,1,0.0
2025-03-04,2909.60009765625,2909.60009765625,2927.89990234375,2886.10009765625,2886.10009765625,885,2898.428571428572,2860.5633544921875,2730.74111328125,0.006712389043017186,0.0130788788717464,0.0097309980273056,57.13712656013311,30.106742141893392,41.246773523627766,2961.90374041326,2839.206293766428,2890.199951171875,2836.800048828125,2883.199951171875,2937.60009765625,1,2908.6,2900.5550170898437,2779.4280078125,9.045080566406341,130.1720898437502,0.0017559296458082851,-0.007504434188547293,0.026712374438452313,0.01118763528215089,0.009730998027305654,0.014366168299612963,1,1,0.5108488959687782,1,0.006712389043017186
2025-03-05,2915.300048828125,2915.300048828125,2922.0,2893.0,2916.699951171875,551,2893.771449497768,2865.906689453125,2732.9733371310763,0.0019590153218878026,0.0129970564419143,0.0097243685893119,57.87619736582813,29.422891563571284,38.88199713161647,2961.2927012949044,2846.0173328847827,2909.60009765625,2890.199951171875,2836.800048828125,2947.89990234375,1,2908.1900146484377,2903.6550170898436,2785.890009765625,11.645031738281432,129.4100390624999,-0.000514262196547377,-0.0014043480347908366,0.02172922543686351,0.011193692808149565,0.009724368589311916,0.009947518099091463,1,1,0.5237644437663996,1,0.0019590153218878026
2025-03-06,2916.60009765625,2916.60009765625,2918.60009765625,2903.800048828125,2904.0,870,2895.5000348772323,2870.873356119792,2734.992228190104,0.0004459399740508463,0.0116195537283531,0.0097149101986445,58.05384936121009,28.655515187202127,36.836700742733605,2961.850205361201,2849.9598288184866,2915.300048828125,2909.60009765625,2890.199951171875,2904.5,0,2905.8500244140623,2905.9050170898436,2791.6480126953124,10.695080566406432,124.95208496093755,0.011584401723785831,-0.007959150457057862,0.015670705693570763,0.011078597628263754,0.009714910198644539,0.005074418272158109,0,1,0.5504830254538916,1,0.0004459399740508463
2025-03-07,2904.699951171875,2904.699951171875,2927.300048828125,2900.5,2900.89990234375,531,2893.771449497768,2875.5933512369797,2736.8122287326387,-0.00408014334702167,0.0116172463540452,0.0097549611103255,55.73666378308592,26.77843636722264,34.82504786763141,2959.411880963484,2857.2681483333918,2916.60009765625,2915.300048828125,2909.60009765625,2916.800048828125,0,2902.560009765625,2908.3400146484373,2797.4960107421875,-3.640063476562318,107.20394042968746,0.02393538535498796,-0.011199668229390447,0.017051803631608964,0.010373954371524283,0.009754961110325594,0.009226443102087967,0,1,0.5565988427614383,1,-0.00408014334702167
2025-03-10,2891.0,2891.0,2915.10009765625,2880.199951171875,2910.10009765625,55,2894.8857421875,2879.383349609375,2738.457785373264,-0.0047164772273115,0.0108011488055979,0.0098014519561979,53.1085415192094,23.90974960432868,32.641988214970866,2957.75361486916,2861.296409544902,2904.699951171875,2916.60009765625,2915.300048828125,2883.199951171875,1,2896.87001953125,2909.525012207031,2802.9160107421876,-18.525012207031068,88.08398925781239,0.00027681435251580844,-0.019301843423690013,0.00826559856599629,0.00934796635593528,0.009801451956197945,0.012071998092139399,0,1,0.5346829711649911,1,-0.0047164772273115
2025-03-11,2912.89990234375,2912.89990234375,2916.699951171875,2880.39990234375,2884.39990234375,197,2905.757149832589,2885.230013020833,2740.06334092882,0.007575199703822255,0.008141646236183,0.0093979908569853,56.6290948226602,23.13672797302388,30.74093616658147,2957.6597379738705,2861.250271791754,2891.0,2904.699951171875,2916.60009765625,2836.800048828125,1,2897.710009765625,2909.4550048828123,2808.3980078125,3.444897460937682,104.50189453124995,0.0011341093541199498,0.0028920304161645927,-0.0004804400579611068,0.0095621132458282,0.009397990856985403,0.012461825000892615,0,1,0.581494230738616,1,0.007575199703822255
2025-03-12,2939.10009765625,2939.10009765625,2939.10009765625,2910.0,2912.0,213,2912.7428850446427,2890.973347981771,2741.7366753472224,0.008994540214519287,0.0055605081718156,0.0093491982647477,60.454370269770486,24.357461899659484,29.464241313197075,2960.690245427661,2860.8797741035896,2912.89990234375,2891.0,2904.699951171875,2890.199951171875,1,2899.9400146484377,2910.785009765625,2814.8360107421877,28.31508789062491,124.26408691406232,0.008163841947483874,0.007645381395644302,0.009133080740343358,0.009687172102241893,0.0093491982647478,0.009901022996615707,0,1,0.5382828899605065,1,0.008994540214519287
2025-03-13,2984.300048828125,2984.300048828125,2988.0,2935.199951171875,2937.10009765625,2366,2923.414306640625,2898.1466796875,2744.470008680556,0.015378840349098422,0.0073531793476841,0.0096556306093273,66.0221080984787,28.64199356643576,29.29979176384481,2973.8297432678883,2855.270281146174,2939.10009765625,2912.89990234375,2891.0,2909.60009765625,1,2910.0500244140626,2914.550012207031,2822.400009765625,69.75003662109384,161.90003906250013,0.02321194161183704,0.03506523979204346,0.025885200697189692,0.010511316836095012,0.009655630609327392,0.017692607299610683,0,1,0.5808155304351765,1,0.015378840349098422
2025-03-14,2994.5,2994.5,3004.800048828125,2986.0,2994.39990234375,1800,2934.728585379464,2903.863346354167,2747.31334092882,0.003417870524071498,0.0073178208826356,0.0091152320069008,67.14622222915804,32.48608720435686,29.937050851947227,2986.67981977558,2849.280214404108,2984.300048828125,2939.10009765625,2912.89990234375,2915.300048828125,1,2925.82001953125,2917.980017089844,2829.7060107421876,76.51998291015616,164.79398925781243,0.030915430281153844,0.05559078837333642,0.02344581152666869,0.010509838667819692,0.009115232006900882,0.006278192963140758,1,1,0.5604077691268088,1,0.003417870524071498
2025-03-17,3000.0,3000.0,3001.5,2989.0,2991.0,214,2946.6428571428573,2910.113346354167,2750.245562065972,0.0018367006177992806,0.0072280277814473,0.0090510681029915,67.76549818664458,35.56637609783502,31.062915901124786,2999.253529445573,2848.3464949684894,2994.5,2984.300048828125,2939.10009765625,2916.60009765625,1,2936.8000244140626,2923.800012207031,2836.5280126953126,76.19998779296884,163.47198730468745,0.037703216879972246,0.03799046802405659,0.040366173672402805,0.0094631148901073,0.009051068102991538,0.004166666666666667,1,1,0.5639592050581751,1,0.0018367006177992806
2025-03-18,3035.10009765625,3035.10009765625,3039.199951171875,3004.39990234375,3006.39990234375,428,2965.271449497768,2916.82001953125,2753.5211181640625,0.011700032552083295,0.0067089713951178,0.0091655765607202,71.46246596496134,40.37440081490104,32.92521288388004,3018.7050757379598,2839.2449486761034,3000.0,2994.5,2984.300048828125,2904.699951171875,1,2949.3500244140623,2928.9750122070313,2844.3300146484376,106.12508544921866,190.77008300781245,0.04195138844770341,0.043133075263880105,0.03530495175066539,0.00978213560686139,0.009165576560720213,0.011465865279039106,1,1,0.5565565161225874,1,0.011700032552083295
